knob,severity,cell_label,rep,pc_seed,phe_seed,failed,spearman,max_abs_err,mean_abs_err,anchor_slope,anchor_r2
pc_curvature,0.15,pc_curvature=0.15,3,120006,120007,False,1.0,0.13836840356615454,0.03657694585459715,-1.2366916998521134,0.9809454452819775
pc_curvature,0.15,pc_curvature=0.15,4,120008,120009,False,1.0,0.17081002222566777,0.04514311374298169,-1.3070772056522626,0.989991699512853
pc_curvature,0.15,pc_curvature=0.15,5,120010,120011,False,1.0,0.17547370256710226,0.046731352704458835,-1.339244746257329,0.9852985280547266
pc_curvature,0.15,pc_curvature=0.15,6,120012,120013,False,1.0,0.15513839257378315,0.04279081614002215,-1.2497203622769557,0.9809603588794624
pc_curvature,0.15,pc_curvature=0.15,7,120014,120015,False,0.9984962406015038,0.1594861121052964,0.04204138690347449,-1.256166267898811,0.9841535840866943
pc_curvature,0.15,pc_curvature=0.15,8,120016,120017,False,1.0,0.16003889280096728,0.04241622774997249,-1.2434584591881945,0.9834889740088347
pc_curvature,0.15,pc_curvature=0.15,9,120018,120019,False,0.9984962406015038,0.15435534337323598,0.04066181461395782,-1.2304161962315017,0.987136411800245
pc_curvature,0.15,pc_curvature=0.15,10,120020,120021,False,1.0,0.1674709985508802,0.04587055761398457,-1.3391988787330822,0.9844885279388408
pc_curvature,0.15,pc_curvature=0.15,11,120022,120023,False,1.0,0.1719300729356058,0.04462752545780106,-1.332060337233957,0.9832377718841675
pc_curvature,0.15,pc_curvature=0.15,12,120024,120025,False,1.0,0.16665905583790663,0.0441766021869541,-1.320801491149621,0.9841248175635643
pc_curvature,0.15,pc_curvature=0.15,13,120026,120027,False,1.0,0.15447392324080367,0.03879712012921724,-1.2873077810715872,0.9880474209041208
pc_curvature,0.15,pc_curvature=0.15,14,120028,120029,False,1.0,0.1662428524009385,0.04437784297568411,-1.3687190262136406,0.9859101155851577
pc_error_dist,,pc_error_dist=logistic,0,130000,130001,False,1.0,0.03328848589379929,0.006433890673944981,-0.9141911454282364,0.9983835628724383
pc_error_dist,,pc_error_dist=logistic,1,130002,130003,False,1.0,0.015232865375063076,0.006467053061555067,-0.8807943265631984,0.996031690512669
pc_error_dist,,pc_error_dist=logistic,2,130004,130005,False,1.0,0.01566816340732713,0.00422046885872944,-0.9329935312150612,0.9966427052590681
pc_error_dist,,pc_error_dist=logistic,3,130006,130007,False,1.0,0.02410078456456688,0.0065439937677149035,-0.906421358205463,0.9979962068303196
pc_error_dist,,pc_error_dist=logistic,4,130008,130009,False,1.0,0.017126860365319296,0.00566749951803198,-0.9856822352128297,0.9961542439951774
pc_error_dist,,pc_error_dist=logistic,5,130010,130011,False,1.0,0.021548674441269622,0.008511970374987807,-0.8814093352713684,0.9977826436326465
pc_error_dist,,pc_error_dist=logistic,6,130012,130013,False,1.0,0.016584298590146707,0.003154170500302737,-0.9250797400151873,0.9991313708594087
pc_error_dist,,pc_error_dist=logistic,7,130014,130015,False,1.0,0.02345516196139802,0.005573532024918802,-0.9067601068502983,0.9964451565811355
pc_error_dist,,pc_error_dist=logistic,8,130016,130017,False,1.0,0.01961448806088939,0.0051790095936606415,-0.9266936377385873,0.9975886813822041
pc_error_dist,,pc_error_dist=logistic,9,130018,130019,False,1.0,0.017817175361672377,0.004552937829562601,-0.9111640525080762,0.9969145275530693
pc_error_dist,,pc_error_dist=logistic,10,130020,130021,False,1.0,0.020037792254708586,0.007201948258577564,-0.9162158346967646,0.9918065919868979
pc_error_dist,,pc_error_dist=logistic,11,130022,130023,False,1.0,0.025444626826081063,0.007709371219622822,-0.9710227752958885,0.9976001742733949
pc_error_dist,,pc_error_dist=logistic,12,130024,130025,False,1.0,0.02789540600739604,0.007777228913608475,-0.9381816337492639,0.9985426638247223
pc_error_dist,,pc_error_dist=logistic,13,130026,130027,False,1.0,0.023850671232228282,0.005993107572438571,-0.9438254405397567,0.9977760448893773
pc_error_dist,,pc_error_dist=logistic,14,130028,130029,False,1.0,0.040061535471597076,0.008982775472457048,-0.9937990187250225,0.996323287178122
